place_name,state,postcode,latitude,longitude,lga_name,category
Brockman,Western Australia,6701,-24.87848412,113.65135369,Carnarvon,Regional centres and other regional areas
Broke (WA),Western Australia,6398,-34.92287797,116.44475975,Manjimup,Regional centres and other regional areas
Brookdale (WA),Western Australia,6112,-32.16694232,116.00194264,Armadale,Cities and major regional centres
Brookhampton,Western Australia,6239,-33.63315836,115.8960304,Donnybrook-Balingup,Regional centres and other regional areas
Brookton,Western Australia,6306,-32.35064501,117.00558918,Brookton,Regional centres and other regional areas
Broome,Western Australia,6725,-17.95969941,122.23419218,Broome,Regional centres and other regional areas
Broomehill East,Western Australia,6318,-33.87781981,117.76762914,Broomehill-Tambellup,Regional centres and other regional areas
Broomehill Village,Western Australia,6318,-33.84965069,117.63996239,Broomehill-Tambellup,Regional centres and other regional areas
Broomehill West,Western Australia,6318,-33.87929228,117.48637287,Broomehill-Tambellup,Regional centres and other regional areas
Brown Hill (WA),Western Australia,6431,-30.75636639,121.51633159,Kalgoorlie-Boulder,Regional centres and other regional areas
Brown Range,Western Australia,6701,-24.90349749,113.72032246,Carnarvon,Regional centres and other regional areas
Bruce Rock,Western Australia,6418,-31.84156143,118.16864373,Bruce Rock,Regional centres and other regional areas
Brunswick (WA),Western Australia,6224,-33.22959689,115.85343109,Harvey,Regional centres and other regional areas
Buckingham (WA),Western Australia,6225,-33.36016806,116.34095266,Collie,Regional centres and other regional areas
Buckland (WA),Western Australia,6401,-31.53827027,116.62588482,Northam,Regional centres and other regional areas
Bulgarra,Western Australia,6714,-20.72582313,116.85674561,Karratha,Regional centres and other regional areas
Bull Creek (WA),Western Australia,6149,-32.05625442,115.86244722,Melville,Cities and major regional centres
Bullabulling,Western Australia,6429,-30.99520674,120.90706463,Coolgardie,Regional centres and other regional areas
Bullaring,Western Australia,6373,-32.50999509,117.73928473,Corrigin,Regional centres and other regional areas
Buller,Western Australia,6532,-28.65143221,114.62080039,Chapman Valley,Regional centres and other regional areas
Bullfinch,Western Australia,6484,-30.89033856,119.13343321,Yilgarn,Regional centres and other regional areas
Bullock Hills,Western Australia,6317,-33.4417787,117.7318497,Dumbleyung,Regional centres and other regional areas
Bullsbrook,Western Australia,6084,-31.66306154,116.02895785,Swan,Regional centres and other regional areas
Bulong,Western Australia,6431,-30.74764568,121.97541961,Kalgoorlie-Boulder,Regional centres and other regional areas
Bulyee,Western Australia,6306,-32.30626604,117.51760877,Corrigin,Regional centres and other regional areas
Bunbury (WA),Western Australia,6230,-33.32502898,115.63973229,Bunbury,Regional centres and other regional areas
Bundanoon (WA),Western Australia,6522,-29.29729578,115.49538184,Mingenew,Regional centres and other regional areas
Buniche,Western Australia,6353,-33.00389655,118.77240914,Lake Grace,Regional centres and other regional areas
Bunjil,Western Australia,6620,-29.62369237,116.601351,Perenjori,Regional centres and other regional areas
Buntine,Western Australia,6613,-29.96920414,116.56902504,Dalwallinu,Regional centres and other regional areas
Burakin,Western Australia,6467,-30.55776322,117.1458891,Wongan-Ballidu,Regional centres and other regional areas
Buraminya,Western Australia,6452,-32.93358947,122.90041456,Esperance,Regional centres and other regional areas
Burekup,Western Australia,6227,-33.33146909,115.83534309,Dardanup,Regional centres and other regional areas
Burges,Western Australia,6302,-31.8314388,116.76498181,York,Regional centres and other regional areas
Burlong,Western Australia,6401,-31.67082592,116.6026951,Northam,Regional centres and other regional areas
Burma Road,Western Australia,6532,-28.96963044,115.04270324,Greater Geraldton,Regional centres and other regional areas
Burns Beach,Western Australia,6028,-31.72058847,115.72051342,Joondalup,Cities and major regional centres
Burnside (WA),Western Australia,6285,-33.93064581,115.02490971,Augusta Margaret River,Regional centres and other regional areas
Burracoppin,Western Australia,6421,-31.39993479,118.43873543,Merredin,Regional centres and other regional areas
Burran Rock,Western Australia,6490,-31.26608483,118.01231365,Nungarin,Regional centres and other regional areas
Burrup,Western Australia,6714,-20.67197656,116.7533791,Karratha,Regional centres and other regional areas
Burswood,Western Australia,6100,-31.95573601,115.89305283,Victoria Park,Cities and major regional centres
Bushmead,Western Australia,6055,-31.92831269,116.02986834,Swan,Cities and major regional centres
Busselton,Western Australia,6280,-33.65536736,115.34995865,Busselton,Regional centres and other regional areas
Butler (WA),Western Australia,6036,-31.64304318,115.70438169,Wanneroo,Cities and major regional centres
Byford,Western Australia,6122,-32.22289009,115.99923086,Serpentine-Jarrahdale,Cities and major regional centres
Cable Beach,Western Australia,6726,-17.95056002,122.21037604,Broome,Regional centres and other regional areas
Cadoux,Western Australia,6466,-30.72020718,117.11014985,Wongan-Ballidu,Regional centres and other regional areas
Caiguna,Western Australia,6443,-32.05207104,125.13261461,Dundas,Regional centres and other regional areas
Calingiri,Western Australia,6569,-31.0769088,116.48913134,Victoria Plains,Regional centres and other regional areas
Calista,Western Australia,6167,-32.24645313,115.80292446,Kwinana,Cities and major regional centres
Caljie,Western Australia,6302,-31.75103863,116.9249663,York,Regional centres and other regional areas
Callcup,Western Australia,6260,-34.60924041,115.92498638,Manjimup,Regional centres and other regional areas
Camballin,Western Australia,6728,-17.91534449,124.18866914,Derby-West Kimberley,Regional centres and other regional areas
Cambridge Gulf,Western Australia,6743,-15.15391161,128.59826071,Wyndham-East Kimberley,Regional centres and other regional areas
Camillo,Western Australia,6111,-32.11303773,116.00193476,Armadale,Cities and major regional centres
Cancanning,Western Australia,6315,-33.12001752,117.58848851,Wagin,Regional centres and other regional areas
Cane,Western Australia,6710,-22.1031802,115.81951352,Ashburton,Regional centres and other regional areas
Canna,Western Australia,6627,-28.8839978,115.88949865,Morawa,Regional centres and other regional areas
Canning Mills,Western Australia,6111,-32.05746117,116.09582478,Kalamunda,Cities and major regional centres
Canning Vale,Western Australia,6155,-32.08140295,115.91691051,Canning,Cities and major regional centres
Cannington,Western Australia,6107,-32.01612033,115.93666383,Canning,Cities and major regional centres
Cape Arid,Western Australia,6452,-33.63502449,123.39549553,Esperance,Regional centres and other regional areas
Cape Burney,Western Australia,6532,-28.86791472,114.64896222,Greater Geraldton,Regional centres and other regional areas
Cape Le Grand,Western Australia,6450,-33.95414059,122.20597075,Esperance,Regional centres and other regional areas
Capel,Western Australia,6271,-33.55703505,115.56962893,Capel,Regional centres and other regional areas
Capel River,Western Australia,6271,-33.64030495,115.65126333,Capel,Regional centres and other regional areas
Capricorn,Western Australia,6642,-23.93784023,119.70891907,Meekatharra,Regional centres and other regional areas
Caraban,Western Australia,6041,-31.35109244,115.54594379,Gingin,Regional centres and other regional areas
Carabooda,Western Australia,6033,-31.59636395,115.72212338,Wanneroo,Cities and major regional centres
Carani,Western Australia,6569,-30.99753035,116.46918613,Victoria Plains,Regional centres and other regional areas
Carbla,Western Australia,6701,-26.18843263,114.39786657,Shark Bay,Regional centres and other regional areas
Carbunup River,Western Australia,6280,-33.7055614,115.14798045,Busselton,Regional centres and other regional areas
Cardiff (WA),Western Australia,6225,-33.47692592,116.23220193,Collie,Regional centres and other regional areas
Cardup,Western Australia,6122,-32.25541275,115.98946209,Serpentine-Jarrahdale,Cities and major regional centres
Carey Park,Western Australia,6230,-33.35478676,115.65306875,Bunbury,Regional centres and other regional areas
Carine,Western Australia,6020,-31.85223835,115.78251298,Stirling,Cities and major regional centres
Carlisle,Western Australia,6101,-31.97942922,115.91810684,Victoria Park,Cities and major regional centres
Carlotta,Western Australia,6275,-34.13710474,115.81163491,Nannup,Regional centres and other regional areas
Carmel,Western Australia,6076,-32.02151604,116.08340617,Kalamunda,Cities and major regional centres
Carnamah,Western Australia,6517,-29.72434923,115.88370811,Carnamah,Regional centres and other regional areas
Carnarvon,Western Australia,6701,-24.88219131,113.67129628,Carnarvon,Regional centres and other regional areas
Carrabin,Western Australia,6423,-31.45472152,118.71420861,Westonia,Regional centres and other regional areas
Carramar (WA),Western Australia,6031,-31.69992522,115.78345003,Wanneroo,Cities and major regional centres
Carrolup,Western Australia,6317,-33.72231804,117.39852577,Katanning,Regional centres and other regional areas
Cartmeticup,Western Australia,6316,-33.46322033,117.51887178,Woodanilling,Regional centres and other regional areas
Cascade (WA),Western Australia,6450,-33.41199425,121.05375181,Esperance,Regional centres and other regional areas
Castletown,Western Australia,6450,-33.83340105,121.907997,Esperance,Regional centres and other regional areas
Casuarina (WA),Western Australia,6167,-32.2413307,115.86937215,Kwinana,Cities and major regional centres
Cataby,Western Australia,6507,-30.72671438,115.49306527,Dandaragan,Regional centres and other regional areas
Catterick,Western Australia,6255,-33.8347732,116.14303224,Bridgetown-Greenbushes,Regional centres and other regional areas
Caversham,Western Australia,6055,-31.87543025,115.97592131,Swan,Cities and major regional centres
Centennial Park (WA),Western Australia,6330,-35.01178959,117.8794201,Albany,Regional centres and other regional areas
Cervantes,Western Australia,6511,-30.50215061,115.07689393,Dandaragan,Regional centres and other regional areas
Chadwick,Western Australia,6450,-33.83991961,121.89137503,Esperance,Regional centres and other regional areas
Champion Lakes,Western Australia,6111,-32.13200824,115.97560011,Armadale,Cities and major regional centres
Chandler (WA),Western Australia,6490,-31.06425416,118.42137395,Nungarin,Regional centres and other regional areas
Changerup,Western Australia,6394,-33.73591171,116.86836258,Kojonup,Regional centres and other regional areas
Channybearup,Western Australia,6260,-34.40573396,115.97519638,Manjimup,Regional centres and other regional areas
Chapman Hill,Western Australia,6280,-33.78655548,115.32345527,Busselton,Regional centres and other regional areas
Charley Creek,Western Australia,6239,-33.58151794,115.90637448,Donnybrook-Balingup,Regional centres and other regional areas
Cherry Tree Pool,Western Australia,6395,-33.72778965,117.25868907,Kojonup,Regional centres and other regional areas
Cheynes,Western Australia,6328,-34.87121014,118.31068818,Albany,Regional centres and other regional areas
Chichester (WA),Western Australia,6751,-21.97483662,118.08170464,Ashburton,Regional centres and other regional areas
Chidlow,Western Australia,6556,-31.84409639,116.27140261,Mundaring,Cities and major regional centres
Chittering,Western Australia,6084,-31.47943818,116.05637286,Chittering,Regional centres and other regional areas
Chowerup,Western Australia,6244,-34.08178651,116.65326775,Boyup Brook,Regional centres and other regional areas
Churchlands,Western Australia,6018,-31.92164686,115.78920568,Stirling,Cities and major regional centres
